School,Year,Level,Size
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 5,0
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 6,0
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 7,168
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 8,175
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 9,153
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 10,0
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 11,0
Colonel Gray Family of Schools,Queen Charlotte Intermediate,2015,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 1,95
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 2,115
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 3,100
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 4,108
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 5,112
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 6,101
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,1999,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 1,100
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 2,91
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 3,108
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 4,103
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 5,110
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 6,115
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2000,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 1,85
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 2,90
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 3,92
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 4,103
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 5,96
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 6,105
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2001,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 1,95
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 2,80
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 3,87
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 4,90
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 5,104
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 6,92
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2002,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 1,84
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 2,92
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 3,86
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 4,87
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 5,91
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 6,109
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2003,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 1,84
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 2,82
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 3,90
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 4,86
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 5,88
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 6,94
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2004,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 1,72
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 2,87
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 3,88
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 4,89
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 5,93
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 6,95
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2005,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 1,75
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 2,72
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 3,86
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 4,92
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 5,91
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 6,93
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2006,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 1,72
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 2,75
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 3,77
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 4,81
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 5,106
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 6,93
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2007,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 1,61
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 2,71
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 3,80
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 4,73
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 5,84
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 6,109
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2008,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,K,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 1,90
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 2,57
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 3,69
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 4,81
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 5,75
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 6,79
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2009,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,K,64
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 1,98
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 2,85
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 3,60
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 4,75
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 5,81
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 6,73
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2010,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,K,76
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 1,64
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 2,103
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 3,84
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 4,61
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 5,81
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 6,82
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2011,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,K,70
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 1,78
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 2,61
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 3,104
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 4,82
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 5,60
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 6,81
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2012,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,K,78
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 1,72
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 2,76
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 3,59
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 4,101
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 5,83
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 6,60
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2013,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,K,80
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 1,78
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 2,73
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 3,71
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 4,59
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 5,96
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 6,85
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2014,Grade 12,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,K,92
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 1,84
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 2,80
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 3,76
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 4,72
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 5,58
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 6,99
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 7,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 8,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 9,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 10,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 11,0
Charlottetown Rural Family of Schools,Sherwood Elementary,2015,Grade 12,0
Colonel Gray Family of Schools,Spring Park Elementary,1999,K,0
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 1,86
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 2,85
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 3,81
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 4,86
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 5,90
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 6,88
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 7,0
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 8,0
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 9,0
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 10,0
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 11,0
Colonel Gray Family of Schools,Spring Park Elementary,1999,Grade 12,0
Colonel Gray Family of Schools,Spring Park Elementary,2000,K,0
Colonel Gray Family of Schools,Spring Park Elementary,2000,Grade 1,69
Colonel Gray Family of Schools,Spring Park Elementary,2000,Grade 2,87
Colonel Gray Family of Schools,Spring Park Elementary,2000,Grade 3,79
Colonel Gray Family of Schools,Spring Park Elementary,2000,Grade 4,84
